"rule_id","zh_cn"
"12145","区域转移被拒绝"
"12146","无法发送 DNS 响应。"
"12147","无法更新转发域。"
"12148","配置文件解析失败。"
"12149","多个查询（缓存）失败。"
"53830","尝试在cowrie蜜罐上进行SSH登录"
"53831","建立在cowrie蜜罐上的SSH会话"
"53832","在cowrie 蜜罐的SSH 会话中尝试了一个命令"
"53826","确定与 Dionaea 蜜罐的连接"
"53300","已分组的ownCloud消息。"
"53301","ownCloud 认证失败。"
"53302","ownCloud 暴力破解（多次登录失败）。"
"53303","ownCloud 可能存在恶意请求。"
"53304","ownCloud 致命消息。"
"53305","ownCloud 错误消息。"
"53306","ownCloud 警告消息。"
"53307","ownCloud INFO 消息。"
"53308","ownCloud DEBUG 消息。"
"6300","MS-DHCP 规则的分组。"
"6301","日志已启动。"
"6302","日志已停止。"
"6303","由于磁盘空间不足，日志暂时暂停。"
"6304","一个新的 IP 地址被租给了一个客户端。"
"6305","客户续订了租约。"
"6306","客户释放了租约。"
"6307","发现一个 IP 地址正在网络上使用。"
"6308","无法满足租用请求，因为作用域的地址池已用尽。"
"6309","租约被拒绝。"
"6310","租约已删除。"
"6311","租约已过期，但未删除已过期租约的 DNS 记录。"
"6322","租约已过期，DNS 记录已删除。"
"6312","一个 BOOTP 地址被租给了一个客户。"
"6313","动态 BOOTP 地址已租给客户端。"
"6314","无法满足 BOOTP 请求，因为 BOOTP 的作用域地址池已用完。"
"6315","一个 BOOTP IP 地址在检查未使用后被删除。"
"6316","IP地址清理操作已开始。"
"6317","IP地址清理统计。"
"6318","对指定 DNS 服务器的 DNS 更新请求。"
"6319","DNS 更新失败。"
"6320","DNS 更新成功。"
"6323","由于 NAP 策略而丢弃数据包。"
"6321","50 以上的代码用于流氓服务器检测信息。"
"6350","MS-DHCP 规则的分组。"
"6351","征求。"
"6352","广告。"
"6354","确认。"
"6355","更新。"
"6356","重新绑定。"
"6357","DHCP 拒绝。"
"6358","释放。"
"6359","信息请求。"
"6360","范围已满。"
"6361","开始。"
"6362","停止。"
"6363","审计日志暂停。"
"6364","DHCP 日志文件。"
"6365","地址错误。"
"6366","地址已被使用。"
"6367","客户已删除。"
"6368","DNS 记录未删除。"
"6369","已到期。"
"6370","过期和删除的计数。"
"6371","数据库清理开始。"
"6372","数据库清理结束。"
"6373","服务未在 AD 中授权。"
"6374","在 AD 中授权的服务。"
"6376","服务尚未确定是否在 AD 中获得授权。"
"9900","vpopmail 规则的分组。"
"9901","vpopmail 登录失败。"
"9902","尝试使用无效用户名登录 vpopmail。"
"9903","尝试使用空密码登录 vpopmail。"
"9904","Vpopmail 成功登录。"
"9951","Vpopmail 暴力破解（多次登录失败）。"
"9952","Vpopmail 蛮力（电子邮件收割）。"
"9953","VPOPMAIL 暴力破解（空密码）。"
"5700","SSHD 消息分组。"
"5701","对ssh服务器的可能攻击（或版本收集）。"
"5702","反向查找错误（错误的 ISP 或攻击）。"
"5703","可能的闯入尝试（大量反向查找错误）。"
"5704","登录（sshd）时超时。"
"5705","可能的扫描或入侵尝试（登录超时次数较多）。"
"5706","SSH 不安全连接尝试（扫描）。"
"5707","OpenSSH 挑战响应漏洞利用。"
"5709","没有用户/IP 和上下文的无用 SSHD 消息。"
"5710","尝试使用不存在的用户登录"
"5711","无用户/IP 的无用/重复 SSHD 消息。"
"5712","SSHD 蛮力试图访问系统。"
"5713","SSHD 上损坏的字节。"
"5714","SSH CRC-32 补偿攻击"
"5715","SSHD 认证成功。"
"5716","SSHD 身份验证失败。"
"5717","SSHD 配置错误（模数）。"
"5718","尝试使用被拒绝的用户登录。"
"5719","使用被拒绝用户的多次访问尝试。"
"5720","多个 SSHD 身份验证失败。"
"5721","系统与 sshd 断开连接。"
"5722","ssh 连接关闭。"
"5723","SSHD 密钥错误。"
"5724","SSHD 密钥错误。"
"5725","主机不正常地断开连接。"
"5726","未知的 PAM 模块，PAM 配置错误。"
"5727","当某些东西已经绑定到端口时，尝试启动 sshd。"
"5728","身份验证服务无法检索用户凭据。"
"5729","调试消息。"
"5730","SSHD 不接受连接。"
"5731","SSH 扫描。"
"5732","可能的端口转发失败。"
"5733","用户输入了错误的密码。"
"5734","sshd 无法加载一个或多个主机密钥。"
"5735","由于一台主机消失，写入失败。"
"5736","连接重置或中止。"
"5737","sshd 无法绑定到配置的地址。"
"5738","pam_loginuid 无法打开 loginuid。"
"5739","SSHD 配置错误（AuthorizedKeysCommand）"
"5740","ssh 连接由对等方重置"
"5741","ssh 连接被拒绝"
"5742","ssh 连接超时"
"5743","ssh 没有到主机的路由"
"5744","ssh 端口转发问题"
"5745","ssh 传输端点未连接"
"5746","ssh get_remote_port 失败"
"5747","ssh 坏客户端公共 DH 值"
"5748","输入时ssh损坏的MAC"
"5749","ssh 坏包长度"
"5750","sshd 无法与客户协商。"
"5751","没有主机密钥算法。"
"5752","客户没有提供可接受的密钥交换方法。"
"5753","sshd 无法与客户端协商，没有匹配的密码。"
"5754","sshd 无法创建会话。"
"5755","由于authorized_keys 的所有者/权限而拒绝身份验证。"
"5756","sshd 子系统请求失败。"
"5757","错误的 DNS 映射。"
"5758","已超出最大身份验证尝试次数。"
"25000","检测到敏感登录"
"40900","防火墙分组"
"40901","防火墙错误"
"40902","不正确的链/目标/匹配。"
"40903","firewalld：区域已经设置。"
"9300","部落小鬼规则的分组。"
"9301","部落 IMP 信息消息。"
"9302","部落IMP通知消息。"
"9303","部落 IMP 错误消息。"
"9304","部落IMP紧急消息。"
"9305","部落IMP成功登录。"
"9306","部落 IMP 登录失败。"
"9351","部落蛮力（多次登录失败）。"
"9352","多条部落紧急消息。"
"50500","PostgreSQL 消息分组。"
"50501","PostgreSQL 日志消息。"
"50502","PostgreSQL 信息性消息。"
"50503","PostgreSQL 错误信息。"
"50504","PostgreSQL 错误信息。"
"50505","PostgreSQL 调试消息。"
"50510","数据库查询。"
"50511","数据库认证成功。"
"50512","数据库认证失败。"
"50520","数据库关闭消息。"
"50521","数据库关闭消息。"
"50580","多个数据库错误。"
"50581","多个数据库错误。"
"14100","浣熊规则的分组。"
"14101","VPN 认证失败。"
"14110","浣熊信息消息。"
"14111","浣熊错误消息。"
"14112","浣熊警告信息。"
"14120","VPN 已建立。"
"14121","Roadwarrior 配置（忽略错误）。"
"14122","Roadwarrior 配置（忽略警告）。"
"14123","无效的配置设置（忽略错误）。"
"14151","多次失败的 VPN 登录。"
"31100","访问日志消息分组。"
"31108","忽略的 URL（简单查询）。"
"31101","Web 服务器 400 错误代码。"
"31102","忽略 400 错误代码的扩展名。"
"31103","SQL 注入尝试。"
"31104","常见的网络攻击。"
"31105","XSS（跨站点脚本）尝试。"
"31106","网络攻击返回代码 200（成功）。"
"31110","PHP CGI-bin 漏洞尝试。"
"31109","MSSQL 注入尝试 (/ur.php, urchin.js)"
"31107","网络攻击的忽略 URL"
"31115","URL 太长。可能的浏览器攻击。"
"31120","Web 服务器 500 错误代码（服务器错误）。"
"31121","Web 服务器 501 错误代码（未实现）。"
"31122","Web 服务器 500 错误代码（内部错误）。"
"31123","Web 服务器 503 错误代码（服务不可用）。"
"31140","忽略 google/msn/yahoo 机器人。"
"31141","在 nginx 上忽略了 499。"
"31151","来自同一源 ip多个 Web 服务器 400 错误代码。"
"31152","来自同一个源 ip的多次 SQL 注入尝试。"
"31153","来自同一源IP的多种常见网络攻击。"
"31154","来自同一源 ip多次 XSS（跨站点脚本）尝试。"
"31161","多个 Web 服务器 501 错误代码（未实现）。"
"31162","多个 Web 服务器 500 错误代码（内部错误）。"
"31163","多个 Web 服务器 503 错误代码（服务不可用）。"
"31164","SQL 注入尝试。"
"31165","SQL 注入尝试。"
"31111","可能是关键的 URL 访问尝试"
"53801","已分组的 kesl 消息"
"53802","更新任务期间发生错误。"
"53803","AVBasesAreOutOfDate（kesl 任务：更新）"
"53804","AVBasesAreTotallyOutOfDate（kesl 任务：更新）"
"53805","更新回滚任务已启动/停止"
"53806","AVBases 更新回滚任务期间发生错误"
"53807","更新分发（重新翻译）任务已启动/停止"
"53808","更新分发（重新翻译）任务期间发生错误"
"53809","一个 kesl 任务已经开始。"
"53810","一个 kesl 任务已被暂停。"
"53811","一个 kesl 任务已停止。"
"53812","一个 kesl 任务已停止。"
"53813","Kesl 检测到威胁（kesl 任务：File_Monitoring）"
"53814","威胁对象已保存到备份（kesl 任务：File_Monitoring）"
"53815","无法清除威胁对象（kesl 任务：File_Monitoring）"
"53816","威胁对象已删除（kesl 任务：File_Monitoring）"
"53817","在 kesl 扫描过程中发生错误"
"11400","vsftpd 规则的分组。"
"11401","FTP 会话已打开。"
"11402","FTP 认证成功。"
"11403","登录访问FTP服务器失败。"
"11404","FTP服务器文件上传。"
"11451","FTP 暴力破解（多次登录失败）。"
"11452","来自相同的源 IP的多次 FTP 连接尝试。"
"4100","防火墙规则分组。"
"4101","防火墙丢弃事件。"
"4102","防火墙丢弃事件。"
"4151","来自同一来源的多个防火墙丢弃事件。"
"7701","Microsoft Security Essentials 规则的分组。"
"7710","Microsoft Security Essentials - 检测到病毒，但无法删除。"
"7711","Microsoft Security Essentials - 检测到病毒并正确删除。"
"7712","Microsoft Security Essentials - 检测到病毒。"
"7713","Microsoft Security Essentials - 检测到可疑活动。"
"7720","Microsoft Security Essentials - 配置已更改。"
"7721","Microsoft Security Essentials - 服务失败。"
"7722","Microsoft Security Essentials - 实时保护失败。"
"7723","Microsoft Security Essentials - 无法使用动态签名服务。"
"7724","Microsoft Security Essentials - 加载定义失败。使用最后一个好的集合。"
"7725","Microsoft Security Essentials - 引擎更新失败。"
"7726","Microsoft Security Essentials - 定义更新失败。"
"7727","Microsoft Security Essentials - 扫描错误。扫描已停止。"
"7728","Microsoft Security Essentials - 扫描在完成前停止。"
"7731","Microsoft Security Essentials - 检测到 EICAR 测试文件。"
"7750","检测到多个 Microsoft Security Essentials AV 警告。"
"7751","检测到多个 Microsoft Security Essentials AV 警告。"
"3800","交换规则的分组。"
"3801","电子邮件 rcpt 无效（无效帐户）。"
"3802","通过电子邮件发送 500 错误代码。"
"3851","多次向无效帐户发送电子邮件。"
"3852","多个电子邮件 500 错误代码（垃圾邮件）。"
"53760","未绑定分组。"
"53761","注意分组。"
"53762","信息分组。"
"53770","无法分配请求的地址。"
"53771","DNS A 请求。"
"53772","DNS AAAA 请求。"
"53773","可能请求了关键 URL"
"53774","DNSSEC 验证失败"
"53775","算法不匹配。"
"11100","为 ftpd 规则分组。"
"11101","FTP 连接被拒绝。"
"11102","通过FTP创建的文件"
"11103","通过FTP删除的文件"
"11104","用户上传了一个文件到服务器。"
"11105","用户将文件下载到服务器。"
"11106","远程主机连接到 FTP 服务器。"
"11107","连接被 Tcp 包装器阻止。"
"11108","反向查找错误（错误的 ISP 配置）。"
"11109","多次 FTP 登录尝试失败。"
"11110","用户因超时而断开连接。"
"11111","尝试使用禁用的帐户登录。"
"11112","FTP 认证失败。"
"11113","FTP 认证失败。"
"18501","Sysmon - 可疑进程 - svchost.exe"
"18502","Sysmon - 合法父映像 - svchost.exe"
"18511","Sysmon - 可疑进程 - lsm.exe"
"18512","Sysmon - 合法父映像 - lsm.exe"
"18513","Sysmon - 可疑进程 - lsm.exe 是父映像"
"18521","Sysmon - 可疑进程 - csrss.exe"
"18522","Sysmon - 合法父映像 - csrss.exe"
"18531","Sysmon - 可疑进程 - lsass"
"18532","Sysmon - 合法父映像 - lsass.exe"
"18533","Sysmon - 可疑进程 - lsass.exe 是父映像"
"18541","Sysmon - 可疑进程 - winlogon.exe"
"18542","Sysmon - 合法父映像 - winlogon.exe"
"18551","Sysmon - 可疑进程 - wininit"
"18552","Sysmon - 合法父映像 - wininit.exe"
"18561","Sysmon - 可疑进程 - smss.exe"
"18562","Sysmon - 合法父映像 - smss.exe"
"18571","Sysmon - 可疑进程 - taskhost.exe"
"18572","Sysmon - 合法父映像 - taskhost.exe"
"18581","Sysmon - 可疑进程 - services.exe"
"18582","Sysmon - 合法父映像 - services.exe"
"18591","Sysmon - 可疑进程 - dllhost.exe"
"18592","Sysmon - 合法父映像 - dllhost.exe"
"18601","Sysmon - 可疑进程 - explorer.exe"
"18602","Sysmon - 合法父映像 - explorer.exe"
"53631","Windows 防火墙服务已成功启动"
"53632","Windows 防火墙服务已停止"
"53633","Windows 防火墙服务无法从本地存储检索安全策略。Windows 防火墙将继续执行当前策略"
"53634","Windows 防火墙无法解析新的安全策略。Windows 防火墙将继续执行当前策略"
"53635","Windows 防火墙服务未能初始化驱动程序。Windows 防火墙将继续执行当前策略"
"53636","Windows 防火墙服务启动失败"
"53637","Windows 防火墙服务阻止应用程序接受网络上的传入连接"
"53638","Windows 防火墙无法通知用户它阻止了应用程序接受网络上的传入连接"
"53639","Windows 防火墙驱动程序启动成功"
"53640","Windows 防火墙驱动程序已停止"
"53641","Windows 防火墙驱动程序无法启动"
"53642","Windows 防火墙驱动程序检测到一个严重的运行时错误，正在终止"
"53643","规则已添加到 Windows 防火墙例外列表"
"53644","从 Windows 防火墙例外列表修改了规则"
"53645","规则已从 Windows 防火墙例外列表中删除"
"53646","Windows 防火墙设置已恢复为默认值"
"53647","Windows 防火墙设置已更改"
"53648","Windows 防火墙忽略了一个规则，因为它的主要版本号无法识别。"
"53649","Windows 防火墙忽略了部分规则，因为它的次要版本号无法识别。规则的其他部分将被强制执行"
"53650","Windows 防火墙忽略了一条规则，因为它无法解析"
"53651","Windows 防火墙的组策略设置已更改，并应用了新设置"
"53652","Windows 防火墙更改了活动配置文件"
"53653","Windows 防火墙没有应用某些规则"
"53654","Windows 防火墙未应用某些规则，因为该规则引用了此计算机上未配置的项目"
"31200","宙斯规则的分组。"
"31201","Zeus 信息日志的分组。"
"31202","宙斯警告日志。"
"31203","宙斯严肃的日志。"
"31204","宙斯致命日志。"
"31205","管理员身份验证失败。"
"31206","配置警告（忽略）。"
"31251","多次宙斯警告。"
"19100","VMWare 消息分组。"
"19101","VMWare ESX 系统日志消息分组。"
"19102","VMware ESX 关键消息。"
"19103","VMware ESX 错误消息。"
"19104","VMware ESX 警告消息。"
"19105","VMware ESX 通知消息。"
"19106","VMware ESX 信息性消息。"
"19107","VMware ESX 详细消息。"
"19110","VMWare ESX 身份验证成功。"
"19111","VMWare ESX 身份验证失败。"
"19112","VMWare ESX 用户登录。"
"19113","VMWare ESX 用户身份验证失败。"
"19120","虚拟机状态更改为关闭。"
"19121","正在开启虚拟机。"
"19122","虚拟机状态变为ON。"
"19123","正在重新配置虚拟机。"
"19150","多个 VMWare ESX 警告消息。"
"19151","多个 VMWare ESX 错误消息。"
"19152","多个 VMWare ESX 身份验证失败。"
"19153","多个 VMWare ESX 用户身份验证失败。"
"7400","赛门铁克网络安全规则的分组。"
"7410","登录访问网络代理失败。"
"7415","登录成功访问网络代理。"
"7420","管理员登录 Web 代理成功。"
"53626","系统识别出一个新的外部设备"
"7200","arpwatch 规则的分组。"
"7201","检测到 Arpwatch 新主机。"
"7202","Arpwatch ""触发器""消息 IP 地址/MAC 关系变化过于频繁。"
"7203","Arpwatch 退出。"
"7204","更改了 IP 地址的网络接口。"
"7205","Arpwatch 启动/退出消息。"
"7206","Arpwatch 检测到错误地址 len（已忽略）。"
"7207","arpwatch 可能以错误的权限运行"
"7208","IP 已恢复为旧的以太网地址。"
"7209","可能的 arpspoofing 尝试。"
"9600","cimserver 消息分组。"
"9610","Compaq Insight Manager 身份验证失败。"
"9611","Compaq Insight Manager 已停止。"
"2100","NFS 规则分组。"
"2101","无法挂载 NFS 共享。"
"2102","无法挂载 NFS 目录。"
"2103","无法挂载 NFS 目录。"
"2104","自动挂载信息性消息"
"03","所有 ids 规则的通用模板。"
"2701","忽略 procmail 消息。"
"05","所有网络代理规则的通用模板。"
"2550","rshd 消息分组。"
"2551","从非特权端口连接到 rshd。可能的网络扫描。"
"9100","PPTPD 消息分组"
"9101","PPTPD失败信息（通讯错误）"
"9102","PPTPD通讯错误"
"07","所有 ossec 规则的通用模板。"
"06","适用于所有 Windows 规则的通用模板。"
"5400","sudo 消息的初始组"
"5401","尝试运行 sudo 失败"
"5402","成功执行 sudo 到 ROOT"
"5403","用户执行sudo"
"5404","运行 sudo 的三次尝试失败"
"5405","未经授权的用户试图使用 sudo。"
"7101","绊线检查问题"
"1001","文件丢失。root 访问不受限制。"
"1002","系统中某处的未知问题。"
"1003","非标准系统日志消息（大小太大）。"
"1004","Syslogd 退出（日志记录停止）。"
"1005","Syslogd 重新启动。"
"1006","Syslogd 重新启动。"
"1007","文件系统已满。"
"1008","进程退出（被杀死）。"
"1009","忽略规则 1002 上的已知误报.."
"1010","进程段错误。"
"04","所有网络规则的通用模板。"
"2501","用户认证失败。"
"2502","用户多次忘记密码"
"2503","连接被 Tcp 包装器阻止。"
"2504","非法root登录。"
"2505","物理根登录。"
"2506","Pop3 身份验证通过。"
"2507","OpenLDAP 组。"
"2508","OpenLDAP 连接打开。"
"2509","OpenLDAP 身份验证失败。"
"2301","与服务的连接数过多。"
"5100","内核消息的预匹配规则"
"5101","来自内核的信息性消息。"
"5102","来自内核的信息性消息"
"5103","来自内核的错误消息，Ping of Death Attack。"
"5104","以混杂（嗅探）模式进入的界面。"
"5105","对 /dev/fd0 的无效请求（内核上的错误）。"
"5106","Linux 和 Solaris 之间的 NFS 不兼容。"
"5107","Linux 和 Solaris 之间的 NFS 不兼容。"
"5108","系统内存不足，系统的可用性存在风险。"
"5109","内核输入/输出错误"
"5110","IRC 配置错误"
"5111","内核设备错误。"
"5112","内核 usbhid 探测错误（被忽略）。"
"5113","系统正在关闭。"
"5130","监视器 ADSL 线路已关闭。"
"5131","监控 ADSL 线路已接通。"
"5200","忽略 hpiod 以生成无用的日志。"
"5901","系统添加了新组"
"5902","新用户添加到系统中"
"5903","从系统中删除的组（或用户）"
"5904","来自用户的信息已更改"
"5905","用户添加失败。"
"2900","Dpkg（Debian 软件包）日志"
"2901","要求安装新的 dpkg（Debian 软件包）。"
"2902","安装了新的 dpkg（Debian 软件包）。"
"2903","删除了 Dpkg（Debian 软件包）。"
"40501","通过一个用户的跟随条件攻击。"
"40601","来自同一源ip的网络扫描。"
"01","所有系统日志规则的通用模板。"
"2830","Crontab 规则组。"
"2831","错误的 crond 配置"
"2834","打开 Crontab 进行编辑。"
"2832","Crontab 条目已更改。"
"2833","Root 的 crontab 条目已更改。"
"10100","登陆成功"
"9200","Squid syslog 消息分组"
"9201",
"2930",
"2931",
"2932","安装新的Yum包"
"2933",
"2934",
"2935",
"2936",
"2937",
"2938",
"2939",
"2940",
"2941",
"2942",
"2943",
"2944",
"2945",
"999999",
"18651",
"18652",
"18653",
"18654",
"18655",
"18656",
"18657",
"18658",
"18659",
"18660",
"18661",
"18662",
"18663",
"18664",
"18665",
"18666",
"18667",
"18668",
"100001",
"51500",
"51501",
"51502",
"51503",
"51504",
"51505",
"51506",
"51507",
"51508",
"51509",
"51510",
"51511",
"51512",
"51513",
"51514",
"51515",
"51518",
"51519",
"51520",
"51521",
"51522",
"51523",
"51524",
"51525",
"51526",
"51527",
"51528",
"51529",
"51530",
"51531",
"51532",
"51533",
"51534",
"51535",
"51536",
"20100",
"20101",
"20102",
"20103",
"20152",
"20151",
"20161",
"20162",
"2800",
"2801",
"2802",
"2803",
"51550",
"51551",
"51552",
"51553",
"51554",
"51555",
"51556",
"51557",
"51558",
"51559",
"51560",
"3320","postfix 规则的分组"
